Compiling for 128 parallel environments...
Compilation time: 1.0869s
Running benchmark (1 samples)...

Results saved to: times.json
Collecting data...
Generating '/tmp/nsys-report-7638.qdstrm'

[1/8] [0%                          ] octax_nsys.nsys-rep
[1/8] [========================100%] octax_nsys.nsys-rep

[2/8] [0%                          ] octax_nsys.sqlite
[2/8] [========================100%] octax_nsys.sqlite
[3/8] Executing 'nvtx_sum' stats report

 Time (%)  Total Time (ns)  Instances     Avg (ns)         Med (ns)        Min (ns)       Max (ns)     StdDev (ns)    Style                                                  Range                                                
      0,0              855          1            855,0            855,0            855            855           0,0  PushPop  TSL:Thunk:#name=jit(rollout)/vmap(jit(rollout)),hlo_op=loop_broadcast_fusion.7#                     
      0,0              855          1            855,0            855,0            855            855           0,0  PushPop  TSL:XlaPass:#name=collective-permute-combiner,module=jit_iota,program_id=7#                         
      0,0              855          2            427,0            427,0            341            514         122,0  PushPop  TSL:XlaPass:#name=cublas-gemm-broadcast-folding-rewriter,module=jit_convert_element_type,program_id…
      0,0              855          1            855,0            855,0            855            855           0,0  PushPop  TSL:XlaPass:#name=gpu-convert-async-collectives-to-sync,module=jit_broadcast_in_dim,program_id=69#  
      0,0              854          1            854,0            854,0            854            854           0,0  PushPop  TSL:XlaPass:#name=all-gather-bcast-reorder,module=jit_broadcast_in_dim,program_id=11#               
      0,0              854          1            854,0            854,0            854            854           0,0  PushPop  TSL:XlaPass:#name=all-reduce-reassociate,module=jit_broadcast_in_dim,program_id=75#                 
      0,0              854          1            854,0            854,0            854            854           0,0  PushPop  TSL:XlaPass:#name=gemm-fusion-swap-operands,module=jit_broadcast_in_dim,program_id=13#              
      0,0              854          1            854,0            854,0            854            854           0,0  PushPop  TSL:XlaPass:#name=move_copy_to_users,module=jit_convert_element_type,program_id=17#                 
      0,0              854          1            854,0            854,0            854            854           0,0  PushPop  TSL:XlaPass:#name=scaled-dot-rewriter,module=jit_convert_element_type,program_id=1#                 
      0,0              854          1            854,0            854,0            854            854           0,0  PushPop  TSL:XlaPass:#name=sub-byte-collective-normalization,module=jit_broadcast_in_dim,program_id=11#      
      0,0              853          1            853,0            853,0            853            853           0,0  PushPop  TSL:XlaPass:#name=shardy-xla,module=jit_broadcast_in_dim,program_id=85#                             
      0,0              852          1            852,0            852,0            852            852           0,0  PushPop  TSL:XlaPass:#name=fusion-block-level-rewriter,module=jit_broadcast_in_dim,program_id=67#            
      0,0              852          1            852,0            852,0            852            852           0,0  PushPop  TSL:XlaPass:#name=rng-expander,module=jit_broadcast_in_dim,program_id=33#                           
      0,0              852          1            852,0            852,0            852            852           0,0  PushPop  TSL:XlaPass:#name=shardy-xla,module=jit_broadcast_in_dim,program_id=31#                             
      0,0              851          1            851,0            851,0            851            851           0,0  PushPop  TSL:XlaPass:#name=all-gather-remove-degenerate-dims,module=jit__threefry_seed,program_id=5#         
      0,0              851          1            851,0            851,0            851            851           0,0  PushPop  TSL:XlaPass:#name=all-reduce-reassociate,module=jit_convert_element_type,program_id=29#             
      0,0              851          2            425,0            425,0            344            507         115,0  PushPop  TSL:XlaPass:#name=cublas-gemm-broadcast-folding-rewriter,module=jit_convert_element_type,program_id…
      0,0              851          1            851,0            851,0            851            851           0,0  PushPop  TSL:XlaPass:#name=tree-reduction-rewriter,module=jit_broadcast_in_dim,program_id=31#                
      0,0              850          1            850,0            850,0            850            850           0,0  PushPop  TSL:XlaPass:#name=simplify-while-loops,module=jit_broadcast_in_dim,program_id=13#                   
